index,fieldID,descDitheredRA,descDitheredDec,expMJD,filter,fiveSigmaDepth,fiveSigmaDepth.1,rotSkyPos,rotTelPos,FWHMeff,obsHistID,mag,snid_in,chip,xpixel,ypixel
243,1297,55.372699649059676,-30.627860009174743,60604.296518,lssti,23.286793092800004,23.286793092800004,4.958007,0.205436,0.951444,693404,24.253303786086768,MS_9172_1302,"R:4,2 S:1,1",1407.8088823080452,2495.985556343305
243,1297,55.372699649059676,-30.627860009174743,60604.296518,lssti,23.286793092800004,23.286793092800004,4.958007,0.205436,0.951444,693404,24.726612146432448,MS_9172_1461,"R:4,2 S:1,0",184.73871828132792,486.2399031994115
243,1297,55.372699649059676,-30.627860009174743,60604.296518,lssti,23.286793092800004,23.286793092800004,4.958007,0.205436,0.951444,693404,26.10782606690816,MS_9172_1781,"R:4,3 S:0,1",3101.1482049310516,3830.496069826969
243,1297,55.372699649059676,-30.627860009174743,60604.296518,lssti,23.286793092800004,23.286793092800004,4.958007,0.205436,0.951444,693404,27.919204195111146,MS_9172_1956,"R:3,2 S:2,2",3072.928797199064,136.27458488987915
243,1297,55.372699649059676,-30.627860009174743,60604.296518,lssti,23.286793092800004,23.286793092800004,4.958007,0.205436,0.951444,693404,24.46607067754187,MS_9172_2329,"R:4,3 S:2,0",3744.332723948491,3286.189345414176
243,1297,55.372699649059676,-30.627860009174743,60604.296518,lssti,23.286793092800004,23.286793092800004,4.958007,0.205436,0.951444,693404,24.78929481320537,MS_9172_2431,"R:4,2 S:0,2",2208.1332430981347,1759.2889691944754
243,1297,55.372699649059676,-30.627860009174743,60604.296518,lssti,23.286793092800004,23.286793092800004,4.958007,0.205436,0.951444,693404,26.57023774189652,MS_9172_2484,"R:4,2 S:1,1",1831.5231416827824,2134.154790185024
244,1297,57.17610420811546,-30.50135092800986,60604.31896799999,lssti,23.260200872600002,23.260200872600002,4.917013,0.23892800000000006,0.965311,693451,26.90340589942504,MS_9172_423,"R:1,3 S:2,0",3979.3869684317037,512.8475356956872
244,1297,57.17610420811546,-30.50135092800986,60604.31896799999,lssti,23.260200872600002,23.260200872600002,4.917013,0.23892800000000006,0.965311,693451,22.060573190189867,MS_9172_473,"R:1,3 S:2,1",1046.245647589248,771.719487172491
244,1297,57.17610420811546,-30.50135092800986,60604.31896799999,lssti,23.260200872600002,23.260200872600002,4.917013,0.23892800000000006,0.965311,693451,25.60943257420129,MS_9172_564,"R:1,2 S:2,2",1698.3770931634365,2123.405358486477
244,1297,57.17610420811546,-30.50135092800986,60604.31896799999,lssti,23.260200872600002,23.260200872600002,4.917013,0.23892800000000006,0.965311,693451,24.254603419862214,MS_9172_1302,"R:2,2 S:0,1",1789.4378641367052,919.6829735877827
244,1297,57.17610420811546,-30.50135092800986,60604.31896799999,lssti,23.260200872600002,23.260200872600002,4.917013,0.23892800000000006,0.965311,693451,26.56117740704851,MS_9172_1418,"R:2,2 S:1,0",468.7832242956333,2388.4795293849697
244,1297,57.17610420811546,-30.50135092800986,60604.31896799999,lssti,23.260200872600002,23.260200872600002,4.917013,0.23892800000000006,0.965311,693451,24.727734848771767,MS_9172_1461,"R:2,2 S:1,0",611.6200953874943,3044.4814918826833
244,1297,57.17610420811546,-30.50135092800986,60604.31896799999,lssti,23.260200872600002,23.260200872600002,4.917013,0.23892800000000006,0.965311,693451,26.108118902881976,MS_9172_1781,"R:1,3 S:2,1",3380.156675127552,2463.8471902824176
244,1297,57.17610420811546,-30.50135092800986,60604.31896799999,lssti,23.260200872600002,23.260200872600002,4.917013,0.23892800000000006,0.965311,693451,27.907746964754075,MS_9172_1956,"R:1,2 S:2,2",3354.530535776589,2876.803840808964
244,1297,57.17610420811546,-30.50135092800986,60604.31896799999,lssti,23.260200872600002,23.260200872600002,4.917013,0.23892800000000006,0.965311,693451,24.790467159068545,MS_9172_2431,"R:1,2 S:2,2",2533.6981705208455,241.82835676120197
244,1297,57.17610420811546,-30.50135092800986,60604.31896799999,lssti,23.260200872600002,23.260200872600002,4.917013,0.23892800000000006,0.965311,693451,24.96712330329413,MS_9172_2480,"R:1,3 S:2,0",65.91721408470974,2604.1454771559725
