,obsHistID,filter,FWHMeff,descDitheredRA,descDitheredDec,descDitheredRotTelPos,airmass,fiveSigmaDepth,expMJD,descDitheredRotSkyPos,fieldRA,fieldDec,rotSkyPos,rotTelPos,d1,d2,d3,d4
625,433958,i,0.914597,59.33054886960459,-31.28355290992246,26.405103763281065,1.38619161094,23.6023553323,60201.242255,128.69443126116357,60.47300237442128,-31.197781127991377,161.5654465641857,59.009095207862025,2.8645394011887033,2.9244140088780903,1.173565155550601,1.3402910831414525
629,433989,i,0.868839,59.3855219246258,-32.39199706038256,27.07603734137926,1.25868758736,23.7063912505,60201.256555,126.35410907463394,58.43974704684052,-33.82473532288669,156.51871971311436,59.68002878596021,3.1990252386932996,2.891495460824949,1.8240671595885316,1.2362518282646635
630,433996,i,0.81304,56.01520836890072,-32.310178687237865,27.68726871722482,1.20271170508,23.8035732049,60201.259722,125.43786594055791,55.12719155429167,-33.448015572588176,155.7529043241425,60.29126016180578,1.3102426371675293,0.3104458041875127,2.1379038266302115,1.7087062881014485
634,437321,i,0.992012,54.726156161915014,-31.222475608961513,-27.57978183485828,1.23458712288,23.5773104901,60207.234687,72.31033134862788,54.04475968773052,-30.452706811203253,97.30129705094276,-3.2066728920086787,1.1130742955248092,1.3346766607025138,2.8116630987980264,2.894326014804307
635,437322,i,1.011553,57.98228972405305,-29.737884665998042,-27.533372253452683,1.2757662283,23.5357469719,60207.235136,75.11907530924714,57.23951505760047,-30.8641478038867,97.70809708548565,-3.1602633106030815,2.125495474569277,2.830434781103447,1.2622078204466558,2.26216639696287
636,437323,i,1.029994,59.158685755720924,-29.74390072284691,-27.48381140417387,1.31544617644,23.5024531385,60207.235583,75.42567816379355,59.22464193039024,-28.25415315972726,101.3609322125627,-3.1107024613242653,3.000561774552728,3.5267359172443586,1.605314294869614,2.4655177580631835
638,437352,i,0.963998,56.90250307970124,-29.959733924272697,-28.162021546270225,1.20949417273,23.6173051897,60207.248766,72.64373500951046,57.23951505760047,-30.8641478038867,95.57629301714239,-3.7889126034206204,1.2988703405355004,2.182029863436474,1.4059490310857117,2.246741253028698
641,440939,r,1.209566,59.659633888000805,-30.65410147619174,-13.719130629730483,1.2884648987,23.4436371388,60211.230621,87.640368951434,60.47300237442128,-31.197781127991377,130.34360120879882,29.600603978284692,3.1614232378006712,3.403255801367643,1.466516234647248,1.954745720589329
642,440943,r,0.97126,58.714945100417616,-29.66947350525942,-13.58929839335384,1.27129481288,23.6853932135,60211.232409,88.5720618709427,59.22464193039024,-28.25415315972726,133.62361269858422,29.73043621466134,2.694497188877469,3.2960526357949753,1.4666389614359152,2.4100004836335174
643,440944,r,0.953537,56.10986746128184,-30.06670514462362,-13.556983573708461,1.23222597757,23.737711846,60211.232856,87.36191921059275,57.23951505760047,-30.8641478038867,129.67730858884116,29.762751034306717,0.938080059441516,1.9355851644854483,1.8765271513454613,2.5219293387024004
647,440978,r,0.887666,56.148915194895494,-30.47854720776365,-4.515423087646505,1.16446602268,23.8854408893,60211.248973,94.19798936759895,57.23951505760047,-30.8641478038867,136.94138210706876,38.80431152036867,0.5369310644375991,1.5267704312364616,1.6742569865134076,2.1953065870443234
648,440979,r,0.873282,54.83894681902172,-30.417985568818324,-4.465633055249636,1.13284142381,23.9292134398,60211.249422,93.95160803459426,54.04475968773052,-30.452706811203253,136.73408597679045,38.85410155276554,1.155508412836072,1.8678157081238642,2.779294687774435,3.1322070773526125
660,443858,z,0.938992,58.83980465327905,-30.21704927006595,92.18444016574743,1.17637203208,22.5408375553,60216.232196,192.3538505005833,57.23951505760047,-30.8641478038867,101.77420667019057,3.291757124585606,2.5663684144225467,3.014856711716901,1.065561061699476,1.9224545034669696
661,443859,z,0.95526,59.5130761799307,-30.11752650105172,92.23400101502625,1.21088558209,22.530782728,60216.232645,192.6859744593808,60.47300237442128,-31.197781127991377,102.27428423378075,3.341317973864422,3.151049283065427,3.5493603780921474,1.5736174029635037,2.2854746362928786
662,443897,z,0.930642,57.96965333468708,-29.28421668381345,85.74846254882242,1.13714680981,22.5764681934,60216.250063,185.79107802778,59.22464193039024,-28.25415315972726,98.83252675842989,-3.144220492339419,2.4175834765873283,3.2009466171832393,1.715983972451193,2.7159087711998438
664,443900,z,0.862503,58.65557944899018,-30.792298896377293,85.82730154143242,1.11141773203,22.663534923,60216.251419,183.00373598690115,57.23951505760047,-30.8641478038867,93.26973682128424,-3.0653814997294173,2.2881411098069555,2.5682898413512985,0.5996692899174021,1.331037623830771
665,443901,z,0.874365,59.96319857380126,-31.66921080182502,85.87829478519906,1.13732005534,22.6564505899,60216.251867,181.75619665566796,60.47300237442128,-31.197781127991377,93.6598064882093,-3.014388255962774,3.4504411676273747,3.3830455042963767,1.805421658039471,1.7003419586090873
680,447915,r,0.81932,55.72735138723041,-32.62771189729937,89.00893617779387,1.06532470907,24.1084805871,60223.37501,359.6189580416427,55.12719155429167,-33.448015572588176,314.4323624742542,41.88527747212565,1.6441159400527003,0.6686675954911607,2.525543852831693,2.020606486995501
681,448299,r,0.947722,54.945955044081025,-30.35089221100851,20.69477719388923,1.40394281845,24.1474388361,60224.159766,124.77181906263786,54.04475968773052,-30.452706811203253,178.1316044779212,74.60936087056602,1.1149690741023155,1.8795539930950091,2.705603988678765,3.0896433634428377
682,448314,r,0.936471,57.17206108124302,-33.397423399278125,20.957134568279635,1.36357562949,24.172920577,60224.166501,121.97612426808726,55.12719155429167,-33.448015572588176,174.82386183085146,74.87171824495644,2.5944152227651878,1.7104076124192256,2.497664652996744,1.56146341273813
683,448315,r,0.956633,58.60151335579191,-31.65397012447454,21.02210798224747,1.41376223943,24.137901502,60224.166948,124.18872178591855,57.23951505760047,-30.8641478038867,178.23559631773747,74.93669165892427,2.316403711879054,2.2372233315163794,0.8316744571314288,0.6171947490875377
684,448316,r,0.959041,58.52209629231142,-32.51403707074542,21.072642859778007,1.41927813759,24.1371179705,60224.167399,123.33679249142756,58.43974704684052,-33.82473532288669,175.7388754296754,74.98722653645481,2.6249647882081764,2.19384899574761,1.5777702370799207,0.6776195980719533
685,448344,r,0.905319,54.659624961072936,-31.170508336943147,27.232111044772896,1.26504264573,24.2418887477,60224.182176,127.86379591676548,54.04475968773052,-30.452706811203253,182.28829869003633,81.14669472144969,1.160483934217346,1.411287096767341,2.8656640853118898,2.9638168687234168
686,451453,r,0.951554,55.66973879001695,-33.326491224240925,67.08642502049831,1.46050948408,24.1194312152,60232.131274,169.45544917648047,55.12719155429167,-33.448015572588176,108.7795897439166,6.940409659758202,2.343224597928524,1.3553130318552427,3.0500127163057917,2.3680144096447444
689,451491,r,0.864491,55.00331411130895,-31.46489405208137,73.26594672832279,1.32936436087,24.2728439969,60232.14902,174.9730643320246,54.04475968773052,-30.452706811203253,115.45254270490773,13.119931367582668,0.9707837103044912,1.0024512203291824,2.6041182247867405,2.604190565531368
690,451503,r,0.819317,55.73531689533388,-33.57664459759504,74.26656022173925,1.30388163212,24.3399676762,60232.154452,173.14189906458967,55.12719155429167,-33.448015572588176,112.66630624296606,14.12054486099914,2.586338196294973,1.592266680290109,3.2098132896603024,2.4718142705292223
691,451504,r,0.834871,58.68354697084557,-30.177572477981432,74.33130445258904,1.34612742199,24.3092308254,60232.154899,177.8750529108532,57.23951505760047,-30.8641478038867,116.38382830511337,14.18528909184892,2.4520501900901945,2.9328035189007373,1.011246056107155,1.914114971161385
693,451540,r,0.73704,54.71909660149917,-32.62725353106327,77.43610544862345,1.21750166752,24.4873531467,60232.171659,174.71122269859674,55.12719155429167,-33.448015572588176,113.27971485843311,17.29009008788334,1.9576862424879036,1.2511160428811796,3.2278796943448946,2.842732365248662
694,451541,r,0.748128,55.92544201168132,-30.5492501996828,77.50508956715721,1.2487860441,24.4626470589,60232.172106,178.04493820213418,57.23951505760047,-30.8641478038867,117.6496639618959,17.35907420641709,0.4552789504696282,1.4521484974746903,1.8385091553460828,2.2908770311475073
698,452558,r,0.850701,59.695331649284995,-32.984836491004415,110.33665984796413,1.41524865292,24.2638175506,60234.140648,212.5090713927177,58.43974704684052,-33.82473532288669,148.74167708090613,48.07081523679899,3.70930353616967,3.268532229520994,2.450810749099265,1.736232022990861
700,452560,r,0.845045,55.38037569928613,-30.64338716542279,110.45394430862741,1.39986597844,24.2707254365,60234.141543,213.38761805105446,57.23951505760047,-30.8641478038867,151.27271814089656,48.18809969746227,0.6405572229846327,1.4562112831083187,2.2776756614439324,2.616796118819892
701,452561,r,0.803848,56.88914820802109,-33.47809585683254,110.50447918615794,1.34568314909,24.3500908839,60234.14199,210.94007512509322,55.12719155429167,-33.448015572588176,147.79131198612265,48.23863457499281,2.5896657706120654,1.6565172453091017,2.650185205118542,1.7486352882696958
702,452563,r,0.799402,55.941131537178414,-30.420220104219336,110.63093097154332,1.33355146999,24.3550461147,60234.142885,213.81962639715624,54.04475968773052,-30.452706811203253,150.7692601263151,48.365086360378186,0.5819848330115649,1.5805819064008273,1.8626291956069785,2.365576205270401
703,452591,r,0.79858,56.951029066647955,-30.78146999404932,109.33467125583934,1.30803518858,24.3649587381,60234.155661,211.04981409881512,57.23951505760047,-30.8641478038867,148.59987002661126,47.0688266446742,0.8448712562174326,1.4641821745001775,0.9263138915971588,1.5121359530871417
705,452593,r,0.799635,59.17102765853117,-33.43111331763181,109.46175329479937,1.31192648833,24.3663497963,60234.156556,208.77564868572406,58.43974704684052,-33.82473532288669,145.5316810336857,47.19590868363422,3.620092542120945,3.02735694713252,2.6251776023042654,1.737440918444795
709,456693,r,0.968729,55.476210708416275,-30.97215034826886,75.48610088867521,1.28408434471,23.7054780884,60240.134941,177.00914479799124,54.04475968773052,-30.452706811203253,176.44395729236336,74.93096208097296,0.4499029743157461,1.1207040204069822,2.163758318957089,2.3849509254748287
713,456799,r,0.879979,58.66772763247806,-31.274442880979883,78.85027987856535,1.11954530291,23.902871387,60240.183151,175.42241040625188,57.23951505760047,-30.8641478038867,174.94103169995572,78.2951410708631,2.299766027045423,2.3842572380785123,0.6340047381009146,0.921742121566929
714,456800,r,0.892502,58.854370283787425,-30.775683120318497,78.90167419278859,1.14656032347,23.8814333173,60240.1836,176.41489444368742,60.47300237442128,-31.197781127991377,175.34754525560103,78.34653538508633,2.459725703343958,2.7268075611366203,0.7667422525846149,1.425078012045043
716,456846,r,0.923682,56.370385930207085,-32.14276041950064,78.45413685901191,1.06556086166,23.8784150947,60240.204275,169.05623753621438,57.23951505760047,-30.8641478038867,172.07383630156204,77.89899805130965,1.1855274110534704,0.3448023026445167,1.7981709769108527,1.3882601162059356
721,457713,i,0.767544,54.88307619891494,-32.9488547414702,-37.47516402722419,1.01313389261,23.6537668203,60241.2324,38.06076958420696,55.12719155429167,-33.448015572588176,98.53350008515112,26.807148248124363,2.1669187655039077,1.3372166197603743,3.284361023347034,2.795341311491007
733,458494,i,0.588685,55.97643768433065,-31.696655480211785,49.630005284688494,1.02921914863,23.788069835,60242.219873,137.186389237056,57.23951505760047,-30.8641478038867,141.54458232892932,50.224850067593316,0.6969460312516347,0.304004102415538,1.8632540389142207,1.7454431494668319
737,458530,i,0.676776,57.05035048139072,-30.174650393226266,51.19973775600841,1.01143260314,23.6488602871,60242.236203,144.6510866068789,57.23951505760047,-30.8641478038867,139.97215695597228,51.79458253891323,1.2242316061552665,2.0349086700063093,1.1616786214343933,1.9982931381221392
738,458531,i,0.674313,54.75892327679299,-31.341593534569213,51.31438661081409,1.00502748232,23.642021035,60242.236652,134.06783795417024,54.04475968773052,-30.452706811203253,141.28451678571943,51.90923139371891,1.1154816923953572,1.2446419266884141,2.7940090065273138,2.835770769348866
748,462718,z,1.292553,56.29599252876054,-32.834893436018675,13.078907589451301,1.07464212385,22.2908683466,60247.31384,283.69588792540594,55.12719155429167,-33.448015572588176,261.2505918175497,-10.241505996404438,1.8520109523922497,0.8714802419254726,2.3363258614045264,1.6631590743068778
749,463561,z,0.811965,59.159810479321216,-31.242471836011582,100.15147560282105,1.07602823771,22.8980800756,60248.326361,5.568220988712426,60.47300237442128,-31.197781127991377,342.6453772642911,76.8310620169653,2.7157866543942455,2.795154340833331,1.02205772448004,1.244666930403988
750,463599,z,1.050205,59.210650196181874,-30.28964302270902,97.39801232676085,1.12696683815,22.6012060148,60248.345195,358.79015180451927,60.47300237442128,-31.197781127991377,337.53957846454176,74.07759874090512,2.852013308284063,3.23642382530659,1.2607325961487748,1.9996876970551878
752,464186,i,1.413613,57.21588617264775,-29.846402872395817,-50.118738283935095,1.00183414306,22.7868409678,60249.255794,211.09708433309365,57.23951505760047,-30.8641478038867,273.735857835466,-4.547050357937726,1.5588418369848236,2.392837287706196,1.3371347794837343,2.256177326919574
754,464231,i,1.416653,58.17886335714146,-32.291156488439526,-41.66377198852807,1.01754387735,22.775779863,60249.279021,236.74978084035234,57.23951505760047,-30.8641478038867,261.3781322227459,-8.592418870458904,2.259926592419956,1.867640035855694,1.3001032875691083,0.32818759130416136
756,466275,g,1.303942,58.820209209060764,-30.676160351304276,86.59305963462475,1.00250400235,24.4366519431,60260.210958,169.27849374773862,60.47300237442128,-31.197781127991377,164.0641728045307,87.706545813682,2.4429745491423995,2.7484363472168405,0.7751333730364088,1.4977568653745883
758,466335,g,1.373522,57.744332167606075,-31.565677328244877,-84.09685440857831,1.01357576579,24.3760409773,60260.244902,191.18347846554727,57.23951505760047,-30.8641478038867,187.79975160873826,-82.98336822952106,1.5944235886638967,1.545048385951946,0.6064083769431297,0.4856626913327864
759,466382,g,1.358109,58.018600778788176,-30.16914999839301,-67.97433771561256,1.04488536075,24.3821647059,60260.268997,196.75274910251485,57.23951505760047,-30.8641478038867,200.15988364419792,-66.8608515365553,1.926128464335606,2.5179250931874,0.8310042916825978,1.8309192888906403
771,471985,i,0.811189,58.59837624685173,-33.27223212104203,22.170601882587206,1.18514030495,23.630825348,60269.087437,117.58441109054668,58.43974704684052,-33.82473532288669,96.97854992494558,2.7752356722751683,3.1626901972707233,2.5309662116828795,2.3280263343227543,1.3683808054039437
774,472018,i,0.813325,56.60699068471293,-33.31858440666812,25.22847763520041,1.10555177245,23.6586176554,60269.102366,117.22633129655505,55.12719155429167,-33.448015572588176,96.46340357134346,5.833111424888371,2.374827857211498,1.4141364639615683,2.601173874442685,1.7646221732668914
775,472072,i,0.725139,57.20062704124342,-33.431170613411325,41.339649763822564,1.04671179147,23.8090933193,60269.12913,127.84509569723474,55.12719155429167,-33.448015572588176,106.36995844071441,21.94428355351053,2.6347801609718595,1.751728071988753,2.523456087144108,1.581308370872654
779,474850,z,1.063292,58.216175636143014,-31.271177021547633,-36.85992194681271,1.29049630915,22.4464935832,60273.052249,64.3244450895297,57.23951505760047,-30.8641478038867,106.13791053368644,4.973388253294572,1.9161770360911778,2.0226663752385456,0.3282905242289047,0.7517028435910323
780,474892,z,0.855953,56.31123686318604,-33.54049096072229,-35.0186647763803,1.16772431969,22.738834915,60273.072015,59.69333998490632,55.12719155429167,-33.448015572588176,100.86297459281451,6.814645423726986,2.5540798934583857,1.562559268921902,2.91414843075687,2.0950361911053252
781,474893,z,0.866737,57.164957248263754,-31.588251865373035,-34.94418026301329,1.19287435842,22.7067844565,60273.072466,63.085988900633545,57.23951505760047,-30.8641478038867,105.82392966195474,6.889129937093992,1.156275621363602,1.072342401648539,0.9247636910985509,0.8205259694598116
790,476287,z,1.212993,56.241828776453076,-29.977323728583208,-84.62787169310556,1.41430248787,22.0942823134,60275.02763,19.43985019323567,57.23951505760047,-30.8641478038867,106.03368951075214,2.7273364006022316,1.0436911422730943,2.033270371476613,1.827875148362731,2.5223820321053236
793,476322,z,1.141059,56.11175582028129,-32.72265100395255,-80.39726592541858,1.26670186299,22.2883443265,60275.043937,18.676787054840485,55.12719155429167,-33.448015572588176,104.49781884512444,6.957942168289205,1.7252635515335126,0.7287903509376753,2.3535127214072062,1.751012547326329
794,476323,z,1.160799,57.77790654386375,-31.673106914831905,-80.32965690559314,1.30416687751,22.2349897904,60275.044383,20.527162426657043,57.23951505760047,-30.8641478038867,108.45672802636038,7.025551188114641,1.6610196726189836,1.545379862597119,0.6993258393026652,0.37743787750492636
801,477748,z,1.106671,59.10950711684696,-32.97022606722858,-29.231218087763853,1.44419358967,22.0190983539,60277.019386,73.25479173172353,58.43974704684052,-33.82473532288669,101.27458747283649,0.04658146874413593,3.2917946305277432,2.796504285196227,2.183392505836177,1.3480356162807772
803,477783,z,1.211779,58.89225408188709,-32.3269663506352,-27.219219494382454,1.33387517999,22.6336882155,60277.035449,73.71686336971536,58.43974704684052,-33.82473532288669,100.94376164192795,2.058580062125535,2.7964298273306922,2.470042830309416,1.5288976072396303,0.8230503885740971
807,478928,i,0.685411,57.771365214205204,-30.84025546382974,-29.33177218080931,1.06993567101,23.5290126465,60278.232706,236.04139321147989,57.23951505760047,-30.8641478038867,232.565116029648,-32.75760142945553,1.5279829374349383,1.9052048141611277,0.2529624969183253,1.1760409665974034
810,478974,i,0.766673,55.99519394614348,-30.189088929663562,-11.15531638385859,1.12769519192,23.3860255956,60278.254437,250.0428487710705,57.23951505760047,-30.8641478038867,248.239866205719,-14.581145632504809,0.810921622737417,1.810915745990327,1.9066983974654201,2.4952012703914837
811,478975,i,0.779937,54.71558826884904,-30.013821140133043,-11.105125281005128,1.15995546169,23.3525979741,60278.254886,249.41318672346992,54.04475968773052,-30.452706811203253,246.57181417675466,-14.530954529651346,1.4822466061469899,2.270807770637771,2.9965029922254764,3.4449074758812723
812,478992,i,0.713902,59.03019251655488,-32.31613744830723,-8.853114667243428,1.14170054617,23.4635676497,60278.262888,256.2270467833736,58.43974704684052,-33.82473532288669,255.22926375696088,-12.278943915889647,2.8954932034658265,2.584624381475476,1.58148185040787,0.9276674789745738
815,479254,g,1.238893,55.390721679953884,-30.732081032109043,-30.582252568682335,1.21918121651,24.408057936,60279.050016,68.88246845347598,57.23951505760047,-30.8641478038867,102.8850572433902,3.2822460251864336,0.5876162936848285,1.3704897267972844,2.2556366907459866,2.563347390836793
820,479283,g,1.202887,56.430726359601515,-31.111035317808568,-29.404996187027027,1.16535306524,24.453809179,60279.063077,68.3292518787213,57.23951505760047,-30.8641478038867,102.62522088329837,4.459502406841737,0.3853333305449485,0.9617525439781168,1.3489123311866038,1.6057200351505818
824,479297,g,1.33487,58.483542499711476,-33.16909971791849,-28.835590730226016,1.14781884265,24.3715677329,60279.070348,65.10014599514145,58.43974704684052,-33.82473532288669,97.47908585477185,5.028907863642749,3.0218179103918494,2.3969449675226526,2.2074407059468903,1.238055611213916
827,479591,i,0.836187,55.18089006567163,-32.444995656432155,126.95616013242636,1.04852018437,23.4524880499,60279.213236,38.58606219051307,55.12719155429167,-33.448015572588176,352.56866250127985,77.83030041167346,1.6041819864413847,0.823528060588338,2.799498705489191,2.4260013953475905
831,480339,r,0.953122,59.307908784958755,-31.115389797051566,13.824612159814068,1.04535489145,23.6484528683,60280.223663,280.9945894772684,60.47300237442128,-31.197781127991377,196.1130254414094,-71.85790294678878,2.8359569393283914,2.954106126914068,1.1263371456311337,1.422866399722198
832,480340,r,0.959502,58.168008330229846,-32.51558405679227,13.9027063072904,1.05679919192,23.6301790683,60280.224143,284.6236799231945,58.43974704684052,-33.82473532288669,202.8574835352329,-71.77980879931245,2.38634398659194,1.904461345316984,1.5223008254465107,0.5348013893963288
836,484860,z,0.799673,58.969706513195135,-32.71663494710368,-43.01767125842221,1.18749934526,22.6740561761,60290.029501,53.48657707785002,58.43974704684052,-33.82473532288669,94.50130960191795,0.19944660848503956,3.0508357870879093,2.608806245461034,1.9039645987919205,1.0883531511598663
837,484861,z,0.785456,55.96171586203228,-32.61757054432556,-42.94335863239374,1.15215796815,22.7414420318,60290.02995,52.46810832483033,55.12719155429167,-33.448015572588176,93.60016158173619,0.27375923451350737,1.6178976469756567,0.6184176010530092,2.3698921641139514,1.8300256281145046
838,484863,z,0.794038,55.49892061364173,-30.480380672708073,-42.791753999802125,1.17365482219,22.7855139037,60290.030854,55.976332612955794,57.23951505760047,-30.8641478038867,98.83023492724936,0.4253638671051232,0.6748940725369186,1.5788497077271417,2.211514502044807,2.6232314467863604
839,484864,z,0.747193,55.217330561427566,-30.05014666434434,-42.741391009610126,1.14085707094,22.8993741406,60290.031303,56.64570848053254,54.04475968773052,-30.452706811203253,98.6013382880946,0.4757268572971225,1.1647917167142994,2.0619595179152395,2.578240128125084,3.080054586888054
840,484900,z,0.75138,57.880820509119744,-32.51403707074542,-47.93513883091201,1.1236615689,23.257390872,60290.047871,45.77290791478029,58.43974704684052,-33.82473532288669,86.34422406419944,-4.718020964004764,2.202155535410392,1.6715104979864948,1.5174241746295067,0.5238241124098107
841,484901,z,0.740667,55.71863052927045,-33.45042199532772,-47.849653527878495,1.09676068793,23.284673689,60290.04832,42.81763691270986,55.12719155429167,-33.448015572588176,85.35421028999289,-4.632535660971245,2.461951625987633,1.4696081664421676,3.118952996492206,2.405551736668542
842,484903,z,0.74662,58.117054465852476,-31.736647934311915,-47.666364329216144,1.11186093446,23.2709444708,60290.049224,47.4847117397756,57.23951505760047,-30.8641478038867,91.90288870522015,-4.449246462308895,1.951910686688147,1.8170907574643549,0.7433969443571958,0.2814900385957992
845,485623,z,0.72863,59.316549527089656,-31.712239932239342,77.86060987903588,1.12424873605,23.2944778777,60291.051186,172.87149723792342,60.47300237442128,-31.197781127991377,98.89366135517035,2.7131843430625002,2.920209778054811,2.831542071901337,1.3308690018872547,1.1546681067486848
849,491549,i,0.84368,58.43326394058016,-32.65647437861494,-83.7542829428696,1.16419300451,23.2416193579,60301.206594,180.7391228601237,58.43974704684052,-33.82473532288669,237.18773952076347,-29.20090862040143,2.648990625830141,2.158295421512259,1.6968782241664664,0.7516580179671417
851,496951,i,0.906624,55.91282659004964,-30.393405679407213,58.67804019383543,1.31108287717,23.2681118199,60309.211548,315.99291330827674,57.23951505760047,-30.8641478038867,230.2675552711734,-27.933984343808156,0.6112081360311669,1.6083236226524853,1.8944205999577592,2.401688423904798
856,496979,i,0.927299,56.19276880344101,-32.25700820384973,61.321266390112456,1.39268711599,23.2082112457,60309.224145,319.2042289165283,57.23951505760047,-30.8641478038867,231.50640461580528,-25.29075814753113,1.2676781808514141,0.30447154697572154,1.9868835612391451,1.5518761472121627
859,496986,i,0.894786,54.71998928779215,-32.92141006308343,61.566148551751375,1.44575618202,23.2314466403,60309.227274,319.13751772518555,55.12719155429167,-33.448015572588176,233.08559089074484,-25.045875985892216,2.207012971995932,1.4196384506606996,3.3813631262787855,2.916729586633276
883,512004,i,1.003914,58.85517407367314,-30.748868695506374,7.515430102951496,1.0958650196,23.1524975464,60330.11051,270.80325380308847,60.47300237442128,-31.197781127991377,297.75562370605843,32.97131468703933,2.4633423539258392,2.7398678953310616,0.775760869502423,1.448577441567663
884,512005,i,1.035422,54.9964017787584,-30.452649515423744,7.571637262653828,1.15299065119,23.0857684113,60330.110968,269.11972970877537,54.04475968773052,-30.452706811203253,294.328763133381,33.027521846741664,1.0216876651611788,1.7693803674966184,2.6392298584993923,2.9983341225278584
885,512050,i,1.093359,54.672851443568206,-30.250853779978666,19.019505896706217,1.2611989088,22.9778303056,60330.136052,277.67062627589434,54.04475968773052,-30.452706811203253,303.1897846181972,44.47539048079405,1.3657984145540836,2.0856620179051317,2.959311072301422,3.3420991730066905
888,515772,z,1.497815,56.57076421459118,-30.049229931872127,59.4242031304343,1.26645410975,22.1426533328,60335.132514,317.34388539206435,57.23951505760047,-30.8641478038867,237.43594483761416,-21.658434909519762,1.0703662831511274,2.011140902179739,1.5555147213497864,2.3033153768735573
889,515773,z,1.48201,58.56085699257624,-32.9712000954803,59.47433693750825,1.2446431587,22.170274318,60335.132965,321.744030191156,58.43974704684052,-33.82473532288669,241.6794994514711,-21.608301102445818,2.9329663181839583,2.3683345666204665,2.027776944459642,1.0802956435975406
890,516293,z,1.470113,54.315404092996886,-30.125376022845014,82.95042315630104,1.01886520185,22.1408709634,60336.033845,348.7704867278948,54.04475968773052,-30.452706811203253,269.5726892002659,1.8677851163469708,1.693803539882905,2.365612775033355,3.2908572732886863,3.6705961625713623
891,516294,z,1.463006,56.851040169251895,-32.00427652041752,83.00651572444434,1.01092342609,22.1728154694,60336.034294,1.335443128355459,57.23951505760047,-30.8641478038867,273.38354608724006,1.923877684490278,1.238973899791114,0.7217169709303586,1.4029180820617078,0.9743552734512166
894,516331,z,1.491148,54.204740307422156,-30.315884489726017,68.87875159522656,1.04357557413,22.3596830024,60336.051778,334.0188760895961,54.04475968773052,-30.452706811203253,253.54774721981096,-12.203886444727509,1.689041680161615,2.2794743240956636,3.3354992939469827,3.658092596150408
895,516334,z,1.471618,59.459356215693084,-31.480306616770388,69.28469219307675,1.02064506835,22.3852371679,60336.053283,340.9541449017139,60.47300237442128,-31.197781127991377,259.2721112551835,-11.79794584687732,2.9963602730408923,2.987389511439094,1.3369873930212877,1.345496792519607
896,516335,z,1.482376,55.41508479582523,-30.946023472810893,69.39842431541021,1.03269334788,22.3699516767,60336.053732,336.86291277289513,57.23951505760047,-30.8641478038867,256.31032052481373,-11.684213724543852,0.5044077381240951,1.1660696401072432,2.2169388741314053,2.443518237623057
902,518028,i,1.083589,54.410021154340065,-32.57373927299805,27.68446122402868,1.37814867837,22.9706412505,60338.138763,286.0432957951678,55.12719155429167,-33.448015572588176,272.7123833260238,13.268499323860091,2.0743521871934463,1.4614483119864037,3.4331307202027896,3.088500646727617
903,518029,i,1.056421,58.33291372940948,-33.0631598215988,27.747887651949664,1.32165227924,23.0294664333,60338.139212,288.0326015384663,58.43974704684052,-33.82473532288669,274.44283045887795,13.331925751781073,2.8577995471600968,2.2357277696256723,2.0823696128605067,1.0995834842828562
910,538393,z,0.922316,55.26285890561202,-29.69422528200907,18.33350352859608,1.17926296089,22.631437175,60369.011479,278.01222985784773,54.04475968773052,-30.452706811203253,260.6393604417042,0.0538007369627843,1.4524746541304652,2.391025012666602,2.6988514411860347,3.2919601388821538
914,538434,z,0.95199,56.632054567902884,-33.03898100264428,23.717014971645295,1.24255607347,22.9495119344,60369.030367,286.70390897905884,55.12719155429167,-33.448015572588176,268.3137863328045,5.4373121800119995,2.108213523955446,1.1676914124849966,2.345706410177134,1.552372415351446
915,538452,z,0.957928,58.55520151697545,-33.49860774589823,43.53190087955212,1.25539436905,22.936603421,60369.042328,306.17827571528306,58.43974704684052,-33.82473532288669,267.88550038094417,4.935573038815937,3.3032121281152556,2.6198068758280577,2.5423303266799557,1.5696620397007766
916,539201,z,0.97015,56.00998958775121,-32.705404974319116,35.75886895190981,1.16226885467,22.3841038507,60370.008397,300.78306717590266,55.12719155429167,-33.448015572588176,266.12038930148464,0.26115416302062927,1.7054260799349312,0.7054554492713223,2.4010594370040894,1.8230569873132936
917,539238,z,1.004875,56.016719068728264,-33.36820255172645,34.30733767372538,1.23163629672,22.8890462396,60370.025315,297.8480755013327,55.12719155429167,-33.448015572588176,262.03371053193456,-1.1903771151637983,2.3682448114721057,1.3682749053386156,2.90256700755094,2.158238900933916
935,618865,r,1.070101,59.45038056082332,-29.811910813128943,136.2726830643716,1.34681779179,24.0111024966,60502.423548,239.5535021494899,60.47300237442128,-31.197781127991377,170.22312532750996,68.34962507142323,3.2040167203854124,3.6809218054632535,1.7251560022640995,2.5171334573736197
937,627030,z,1.146568,57.03312942962318,-31.171539660974386,-169.95022552968916,1.10818412921,22.0616714331,60511.444339,285.8284110494392,57.23951505760047,-30.8641478038867,15.29997848227594,-80.90662540528989,0.9012391688279866,1.208656399190435,0.8456023250345109,1.1682004723280242
939,627970,z,0.847631,54.396092282597266,-31.71052105885395,-150.78558942347632,1.21646489064,22.785911205,60512.403089,307.8631857635182,54.04475968773052,-30.452706811203253,38.36124325739401,-61.74198929907703,1.5429675432232222,1.3927342703486305,3.1583632392385477,3.074611897874933
